index	P(0)	P(1)	P(2)	Pw	u	v	cab	start_uni	end_uni	groups
50275	3.875	-0.1	7.75	1	0.0309245	0.96875	60	601	608	
50276	3	0	7.875	1	0.0078125	0.984375	60	601	608	
50277	3	-0.1	7.875	1	0.0286458	0.984375	60	601	608	
50278	3.125	0	7.875	1	0.00813802	0.984375	60	601	608	
50279	3.125	-0.1	7.875	1	0.0289714	0.984375	60	601	608	
50280	3.25	0	7.875	1	0.00846354	0.984375	60	601	608	
50281	3.25	-0.1	7.875	1	0.0292969	0.984375	60	601	608	
50282	3.375	0	7.875	1	0.00878906	0.984375	60	601	608	
50283	3.375	-0.1	7.875	1	0.0296224	0.984375	60	601	608	
50284	3.5	0	7.875	1	0.00911458	0.984375	60	601	608	
50285	3.5	-0.1	7.875	1	0.0299479	0.984375	60	601	608	
50286	3.625	0	7.875	1	0.0094401	0.984375	60	601	608	
50287	3.625	-0.1	7.875	1	0.0302734	0.984375	60	601	608	
50288	3.75	0	7.875	1	0.00976562	0.984375	60	601	608	
50289	3.75	-0.1	7.875	1	0.030599	0.984375	60	601	608	
50290	3.875	0	7.875	1	0.0100911	0.984375	60	601	608	
50291	3.875	-0.1	7.875	1	0.0309245	0.984375	60	601	608	
50292	4	0	7	1	0.0104167	0.875	61	609	616	
50293	4	-0.1	7	1	0.03125	0.875	61	609	616	
50294	4	-0.2	7	1	0.0520833	0.875	61	609	616	
50295	4	-0.3	7	1	0.0729167	0.875	61	609	616	
50296	4	-0.4	7	1	0.09375	0.875	61	609	616	
50297	4	-0.5	7	1	0.114583	0.875	61	609	616	
50298	4	-0.6	7	1	0.135417	0.875	61	609	616	
50299	4	-0.7	7	1	0.15625	0.875	61	609	616	
50300	4.125	0	7	1	0.0107422	0.875	61	609	616	
50301	4.125	-0.1	7	1	0.0315755	0.875	61	609	616	
50302	4.125	-0.2	7	1	0.0524089	0.875	61	609	616	
50303	4.125	-0.3	7	1	0.0732422	0.875	61	609	616	
50304	4.125	-0.4	7	1	0.0940755	0.875	61	609	616	
50305	4.125	-0.5	7	1	0.114909	0.875	61	609	616	
50306	4.125	-0.6	7	1	0.135742	0.875	61	609	616	
50307	4.125	-0.7	7	1	0.156576	0.875	61	609	616	
50308	4.25	0	7	1	0.0110677	0.875	61	609	616	
50309	4.25	-0.1	7	1	0.031901	0.875	61	609	616	
50310	4.25	-0.2	7	1	0.0527344	0.875	61	609	616	
50311	4.25	-0.3	7	1	0.0735677	0.875	61	609	616	
50312	4.25	-0.4	7	1	0.094401	0.875	61	609	616	
50313	4.25	-0.5	7	1	0.115234	0.875	61	609	616	
50314	4.25	-0.6	7	1	0.136068	0.875	61	609	616	
50315	4.25	-0.7	7	1	0.156901	0.875	61	609	616	
50316	4.375	0	7	1	0.0113932	0.875	61	609	616	
50317	4.375	-0.1	7	1	0.0322266	0.875	61	609	616	
50318	4.375	-0.2	7	1	0.0530599	0.875	61	609	616	
50319	4.375	-0.3	7	1	0.0738932	0.875	61	609	616	
50320	4.375	-0.4	7	1	0.0947266	0.875	61	609	616	
50321	4.375	-0.5	7	1	0.11556	0.875	61	609	616	
50322	4.375	-0.6	7	1	0.136393	0.875	61	609	616	
50323	4.375	-0.7	7	1	0.157227	0.875	61	609	616	
50324	4.5	0	7	1	0.0117188	0.875	61	609	616	
50325	4.5	-0.1	7	1	0.0325521	0.875	61	609	616	
50326	4.5	-0.2	7	1	0.0533854	0.875	61	609	616	
50327	4.5	-0.3	7	1	0.0742188	0.875	61	609	616	
50328	4.5	-0.4	7	1	0.0950521	0.875	61	609	616	
50329	4.5	-0.5	7	1	0.115885	0.875	61	609	616	
50330	4.5	-0.6	7	1	0.136719	0.875	61	609	616	
50331	4.5	-0.7	7	1	0.157552	0.875	61	609	616	
50332	4.625	0	7	1	0.0120443	0.875	61	609	616	
50333	4.625	-0.1	7	1	0.0328776	0.875	61	609	616	
50334	4.625	-0.2	7	1	0.0537109	0.875	61	609	616	
50335	4.625	-0.3	7	1	0.0745443	0.875	61	609	616	
50336	4.625	-0.4	7	1	0.0953776	0.875	61	609	616	
50337	4.625	-0.5	7	1	0.116211	0.875	61	609	616	
50338	4.625	-0.6	7	1	0.137044	0.875	61	609	616	
50339	4.625	-0.7	7	1	0.157878	0.875	61	609	616	
50340	4.75	0	7	1	0.0123698	0.875	61	609	616	
50341	4.75	-0.1	7	1	0.0332031	0.875	61	609	616	
50342	4.75	-0.2	7	1	0.0540365	0.875	61	609	616	
50343	4.75	-0.3	7	1	0.0748698	0.875	61	609	616	
50344	4.75	-0.4	7	1	0.0957031	0.875	61	609	616	
50345	4.75	-0.5	7	1	0.116536	0.875	61	609	616	
50346	4.75	-0.6	7	1	0.13737	0.875	61	609	616	
50347	4.75	-0.7	7	1	0.158203	0.875	61	609	616	
50348	4.875	0	7	1	0.0126953	0.875	61	609	616	
50349	4.875	-0.1	7	1	0.0335286	0.875	61	609	616	
50350	4.875	-0.2	7	1	0.054362	0.875	61	609	616	
50351	4.875	-0.3	7	1	0.0751953	0.875	61	609	616	
50352	4.875	-0.4	7	1	0.0960286	0.875	61	609	616	
50353	4.875	-0.5	7	1	0.116862	0.875	61	609	616	
50354	4.875	-0.6	7	1	0.137695	0.875	61	609	616	
50355	4.875	-0.7	7	1	0.158529	0.875	61	609	616	
50356	4	0	7.125	1	0.0104167	0.890625	61	609	616	
50357	4	-0.1	7.125	1	0.03125	0.890625	61	609	616	
50358	4	-0.2	7.125	1	0.0520833	0.890625	61	609	616	
50359	4	-0.3	7.125	1	0.0729167	0.890625	61	609	616	
50360	4	-0.4	7.125	1	0.09375	0.890625	61	609	616	
50361	4	-0.5	7.125	1	0.114583	0.890625	61	609	616	
50362	4.125	0	7.125	1	0.0107422	0.890625	61	609	616	
50363	4.125	-0.1	7.125	1	0.0315755	0.890625	61	609	616	
50364	4.125	-0.2	7.125	1	0.0524089	0.890625	61	609	616	
50365	4.125	-0.3	7.125	1	0.0732422	0.890625	61	609	616	
50366	4.125	-0.4	7.125	1	0.0940755	0.890625	61	609	616	
50367	4.125	-0.5	7.125	1	0.114909	0.890625	61	609	616	
50368	4.25	0	7.125	1	0.0110677	0.890625	61	609	616	
50369	4.25	-0.1	7.125	1	0.031901	0.890625	61	609	616	
50370	4.25	-0.2	7.125	1	0.0527344	0.890625	61	609	616	
50371	4.25	-0.3	7.125	1	0.0735677	0.890625	61	609	616	
50372	4.25	-0.4	7.125	1	0.094401	0.890625	61	609	616	
50373	4.25	-0.5	7.125	1	0.115234	0.890625	61	609	616	
50374	4.375	0	7.125	1	0.0113932	0.890625	61	609	616	
50375	4.375	-0.1	7.125	1	0.0322266	0.890625	61	609	616	
50376	4.375	-0.2	7.125	1	0.0530599	0.890625	61	609	616	
50377	4.375	-0.3	7.125	1	0.0738932	0.890625	61	609	616	
50378	4.375	-0.4	7.125	1	0.0947266	0.890625	61	609	616	
50379	4.375	-0.5	7.125	1	0.11556	0.890625	61	609	616	
50380	4.5	0	7.125	1	0.0117188	0.890625	61	609	616	
50381	4.5	-0.1	7.125	1	0.0325521	0.890625	61	609	616	
50382	4.5	-0.2	7.125	1	0.0533854	0.890625	61	609	616	
50383	4.5	-0.3	7.125	1	0.0742188	0.890625	61	609	616	
50384	4.5	-0.4	7.125	1	0.0950521	0.890625	61	609	616	
50385	4.5	-0.5	7.125	1	0.115885	0.890625	61	609	616	
50386	4.625	0	7.125	1	0.0120443	0.890625	61	609	616	
50387	4.625	-0.1	7.125	1	0.0328776	0.890625	61	609	616	
50388	4.625	-0.2	7.125	1	0.0537109	0.890625	61	609	616	
50389	4.625	-0.3	7.125	1	0.0745443	0.890625	61	609	616	
50390	4.625	-0.4	7.125	1	0.0953776	0.890625	61	609	616	
50391	4.625	-0.5	7.125	1	0.116211	0.890625	61	609	616	
50392	4.75	0	7.125	1	0.0123698	0.890625	61	609	616	
50393	4.75	-0.1	7.125	1	0.0332031	0.890625	61	609	616	
50394	4.75	-0.2	7.125	1	0.0540365	0.890625	61	609	616	
50395	4.75	-0.3	7.125	1	0.0748698	0.890625	61	609	616	
50396	4.75	-0.4	7.125	1	0.0957031	0.890625	61	609	616	
50397	4.75	-0.5	7.125	1	0.116536	0.890625	61	609	616	
50398	4.875	0	7.125	1	0.0126953	0.890625	61	609	616	
50399	4.875	-0.1	7.125	1	0.0335286	0.890625	61	609	616	
50400	4.875	-0.2	7.125	1	0.054362	0.890625	61	609	616	
50401	4.875	-0.3	7.125	1	0.0751953	0.890625	61	609	616	
50402	4.875	-0.4	7.125	1	0.0960286	0.890625	61	609	616	
50403	4.875	-0.5	7.125	1	0.116862	0.890625	61	609	616	
50404	4	0	7.25	1	0.0104167	0.90625	61	609	616	
50405	4	-0.1	7.25	1	0.03125	0.90625	61	609	616	
50406	4	-0.2	7.25	1	0.0520833	0.90625	61	609	616	
50407	4	-0.3	7.25	1	0.0729167	0.90625	61	609	616	
50408	4	-0.4	7.25	1	0.09375	0.90625	61	609	616	
50409	4.125	0	7.25	1	0.0107422	0.90625	61	609	616	
50410	4.125	-0.1	7.25	1	0.0315755	0.90625	61	609	616	
50411	4.125	-0.2	7.25	1	0.0524089	0.90625	61	609	616	
50412	4.125	-0.3	7.25	1	0.0732422	0.90625	61	609	616	
50413	4.125	-0.4	7.25	1	0.0940755	0.90625	61	609	616	
50414	4.25	0	7.25	1	0.0110677	0.90625	61	609	616	
50415	4.25	-0.1	7.25	1	0.031901	0.90625	61	609	616	
50416	4.25	-0.2	7.25	1	0.0527344	0.90625	61	609	616	
50417	4.25	-0.3	7.25	1	0.0735677	0.90625	61	609	616	
50418	4.25	-0.4	7.25	1	0.094401	0.90625	61	609	616	
50419	4.375	0	7.25	1	0.0113932	0.90625	61	609	616	
50420	4.375	-0.1	7.25	1	0.0322266	0.90625	61	609	616	
50421	4.375	-0.2	7.25	1	0.0530599	0.90625	61	609	616	
50422	4.375	-0.3	7.25	1	0.0738932	0.90625	61	609	616	
50423	4.375	-0.4	7.25	1	0.0947266	0.90625	61	609	616	
50424	4.5	0	7.25	1	0.0117188	0.90625	61	609	616	
50425	4.5	-0.1	7.25	1	0.0325521	0.90625	61	609	616	
50426	4.5	-0.2	7.25	1	0.0533854	0.90625	61	609	616	
50427	4.5	-0.3	7.25	1	0.0742188	0.90625	61	609	616	
50428	4.5	-0.4	7.25	1	0.0950521	0.90625	61	609	616	
50429	4.625	0	7.25	1	0.0120443	0.90625	61	609	616	
50430	4.625	-0.1	7.25	1	0.0328776	0.90625	61	609	616	
50431	4.625	-0.2	7.25	1	0.0537109	0.90625	61	609	616	
50432	4.625	-0.3	7.25	1	0.0745443	0.90625	61	609	616	
50433	4.625	-0.4	7.25	1	0.0953776	0.90625	61	609	616	
50434	4.75	0	7.25	1	0.0123698	0.90625	61	609	616	
50435	4.75	-0.1	7.25	1	0.0332031	0.90625	61	609	616	
50436	4.75	-0.2	7.25	1	0.0540365	0.90625	61	609	616	
50437	4.75	-0.3	7.25	1	0.0748698	0.90625	61	609	616	
50438	4.75	-0.4	7.25	1	0.0957031	0.90625	61	609	616	
50439	4.875	0	7.25	1	0.0126953	0.90625	61	609	616	
50440	4.875	-0.1	7.25	1	0.0335286	0.90625	61	609	616	
50441	4.875	-0.2	7.25	1	0.054362	0.90625	61	609	616	
50442	4.875	-0.3	7.25	1	0.0751953	0.90625	61	609	616	
50443	4.875	-0.4	7.25	1	0.0960286	0.90625	61	609	616	
50444	4	0	7.375	1	0.0104167	0.921875	61	609	616	
50445	4	-0.1	7.375	1	0.03125	0.921875	61	609	616	
50446	4	-0.2	7.375	1	0.0520833	0.921875	61	609	616	
50447	4	-0.3	7.375	1	0.0729167	0.921875	61	609	616	
50448	4.125	0	7.375	1	0.0107422	0.921875	61	609	616	
50449	4.125	-0.1	7.375	1	0.0315755	0.921875	61	609	616	
50450	4.125	-0.2	7.375	1	0.0524089	0.921875	61	609	616	
50451	4.125	-0.3	7.375	1	0.0732422	0.921875	61	609	616	
50452	4.25	0	7.375	1	0.0110677	0.921875	61	609	616	
50453	4.25	-0.1	7.375	1	0.031901	0.921875	61	609	616	
50454	4.25	-0.2	7.375	1	0.0527344	0.921875	61	609	616	
50455	4.25	-0.3	7.375	1	0.0735677	0.921875	61	609	616	
50456	4.375	0	7.375	1	0.0113932	0.921875	61	609	616	
50457	4.375	-0.1	7.375	1	0.0322266	0.921875	61	609	616	
50458	4.375	-0.2	7.375	1	0.0530599	0.921875	61	609	616	
50459	4.375	-0.3	7.375	1	0.0738932	0.921875	61	609	616	
50460	4.5	0	7.375	1	0.0117188	0.921875	61	609	616	
50461	4.5	-0.1	7.375	1	0.0325521	0.921875	61	609	616	
50462	4.5	-0.2	7.375	1	0.0533854	0.921875	61	609	616	
50463	4.5	-0.3	7.375	1	0.0742188	0.921875	61	609	616	
50464	4.625	0	7.375	1	0.0120443	0.921875	61	609	616	
50465	4.625	-0.1	7.375	1	0.0328776	0.921875	61	609	616	
50466	4.625	-0.2	7.375	1	0.0537109	0.921875	61	609	616	
50467	4.625	-0.3	7.375	1	0.0745443	0.921875	61	609	616	
50468	4.75	0	7.375	1	0.0123698	0.921875	61	609	616	
50469	4.75	-0.1	7.375	1	0.0332031	0.921875	61	609	616	
50470	4.75	-0.2	7.375	1	0.0540365	0.921875	61	609	616	
50471	4.75	-0.3	7.375	1	0.0748698	0.921875	61	609	616	
50472	4.875	0	7.375	1	0.0126953	0.921875	61	609	616	
50473	4.875	-0.1	7.375	1	0.0335286	0.921875	61	609	616	
50474	4.875	-0.2	7.375	1	0.054362	0.921875	61	609	616	
50475	4.875	-0.3	7.375	1	0.0751953	0.921875	61	609	616	
50476	4	0	7.5	1	0.0104167	0.9375	61	609	616	
50477	4	-0.1	7.5	1	0.03125	0.9375	61	609	616	
50478	4	-0.2	7.5	1	0.0520833	0.9375	61	609	616	
50479	4.125	0	7.5	1	0.0107422	0.9375	61	609	616	
50480	4.125	-0.1	7.5	1	0.0315755	0.9375	61	609	616	
50481	4.125	-0.2	7.5	1	0.0524089	0.9375	61	609	616	
50482	4.25	0	7.5	1	0.0110677	0.9375	61	609	616	
50483	4.25	-0.1	7.5	1	0.031901	0.9375	61	609	616	
50484	4.25	-0.2	7.5	1	0.0527344	0.9375	61	609	616	
50485	4.375	0	7.5	1	0.0113932	0.9375	61	609	616	
50486	4.375	-0.1	7.5	1	0.0322266	0.9375	61	609	616	
50487	4.375	-0.2	7.5	1	0.0530599	0.9375	61	609	616	
50488	4.5	0	7.5	1	0.0117188	0.9375	61	609	616	
50489	4.5	-0.1	7.5	1	0.0325521	0.9375	61	609	616	
50490	4.5	-0.2	7.5	1	0.0533854	0.9375	61	609	616	
50491	4.625	0	7.5	1	0.0120443	0.9375	61	609	616	
50492	4.625	-0.1	7.5	1	0.0328776	0.9375	61	609	616	
50493	4.625	-0.2	7.5	1	0.0537109	0.9375	61	609	616	
50494	4.75	0	7.5	1	0.0123698	0.9375	61	609	616	
50495	4.75	-0.1	7.5	1	0.0332031	0.9375	61	609	616	
50496	4.75	-0.2	7.5	1	0.0540365	0.9375	61	609	616	
50497	4.875	0	7.5	1	0.0126953	0.9375	61	609	616	
50498	4.875	-0.1	7.5	1	0.0335286	0.9375	61	609	616	
50499	4.875	-0.2	7.5	1	0.054362	0.9375	61	609	616	
50500	4	0	7.625	1	0.0104167	0.953125	61	609	616	
50501	4	-0.1	7.625	1	0.03125	0.953125	61	609	616	
50502	4.125	0	7.625	1	0.0107422	0.953125	61	609	616	
50503	4.125	-0.1	7.625	1	0.0315755	0.953125	61	609	616	
50504	4.25	0	7.625	1	0.0110677	0.953125	61	609	616	
50505	4.25	-0.1	7.625	1	0.031901	0.953125	61	609	616	
50506	4.375	0	7.625	1	0.0113932	0.953125	61	609	616	
50507	4.375	-0.1	7.625	1	0.0322266	0.953125	61	609	616	
50508	4.5	0	7.625	1	0.0117188	0.953125	61	609	616	
50509	4.5	-0.1	7.625	1	0.0325521	0.953125	61	609	616	
50510	4.625	0	7.625	1	0.0120443	0.953125	61	609	616	
50511	4.625	-0.1	7.625	1	0.0328776	0.953125	61	609	616	
50512	4.75	0	7.625	1	0.0123698	0.953125	61	609	616	
50513	4.75	-0.1	7.625	1	0.0332031	0.953125	61	609	616	
50514	4.875	0	7.625	1	0.0126953	0.953125	61	609	616	
50515	4.875	-0.1	7.625	1	0.0335286	0.953125	61	609	616	
50516	4	0	7.75	1	0.0104167	0.96875	61	609	616	
50517	4	-0.1	7.75	1	0.03125	0.96875	61	609	616	
50518	4.125	0	7.75	1	0.0107422	0.96875	61	609	616	
50519	4.125	-0.1	7.75	1	0.0315755	0.96875	61	609	616	
50520	4.25	0	7.75	1	0.0110677	0.96875	61	609	616	
50521	4.25	-0.1	7.75	1	0.031901	0.96875	61	609	616	
50522	4.375	0	7.75	1	0.0113932	0.96875	61	609	616	
50523	4.375	-0.1	7.75	1	0.0322266	0.96875	61	609	616	
50524	4.5	0	7.75	1	0.0117188	0.96875	61	609	616	
50525	4.5	-0.1	7.75	1	0.0325521	0.96875	61	609	616	
50526	4.625	0	7.75	1	0.0120443	0.96875	61	609	616	
50527	4.625	-0.1	7.75	1	0.0328776	0.96875	61	609	616	
50528	4.75	0	7.75	1	0.0123698	0.96875	61	609	616	
50529	4.75	-0.1	7.75	1	0.0332031	0.96875	61	609	616	
50530	4.875	0	7.75	1	0.0126953	0.96875	61	609	616	
50531	4.875	-0.1	7.75	1	0.0335286	0.96875	61	609	616	
50532	4	0	7.875	1	0.0104167	0.984375	61	609	616	
50533	4	-0.1	7.875	1	0.03125	0.984375	61	609	616	
50534	4.125	0	7.875	1	0.0107422	0.984375	61	609	616	
50535	4.125	-0.1	7.875	1	0.0315755	0.984375	61	609	616	
50536	4.25	0	7.875	1	0.0110677	0.984375	61	609	616	
50537	4.25	-0.1	7.875	1	0.031901	0.984375	61	609	616	
50538	4.375	0	7.875	1	0.0113932	0.984375	61	609	616	
50539	4.375	-0.1	7.875	1	0.0322266	0.984375	61	609	616	
50540	4.5	0	7.875	1	0.0117188	0.984375	61	609	616	
50541	4.5	-0.1	7.875	1	0.0325521	0.984375	61	609	616	
50542	4.625	0	7.875	1	0.0120443	0.984375	61	609	616	
50543	4.625	-0.1	7.875	1	0.0328776	0.984375	61	609	616	
50544	4.75	0	7.875	1	0.0123698	0.984375	61	609	616	
50545	4.75	-0.1	7.875	1	0.0332031	0.984375	61	609	616	
50546	4.875	0	7.875	1	0.0126953	0.984375	61	609	616	
50547	4.875	-0.1	7.875	1	0.0335286	0.984375	61	609	616	
50548	5	0	7	1	0.0130208	0.875	62	617	624	
50549	5	-0.1	7	1	0.0338542	0.875	62	617	624	
50550	5	-0.2	7	1	0.0546875	0.875	62	617	624	
50551	5	-0.3	7	1	0.0755208	0.875	62	617	624	
50552	5	-0.4	7	1	0.0963542	0.875	62	617	624	
50553	5	-0.5	7	1	0.117188	0.875	62	617	624	
50554	5	-0.6	7	1	0.138021	0.875	62	617	624	
50555	5	-0.7	7	1	0.158854	0.875	62	617	624	
50556	5.125	0	7	1	0.0133464	0.875	62	617	624	
50557	5.125	-0.1	7	1	0.0341797	0.875	62	617	624	
50558	5.125	-0.2	7	1	0.055013	0.875	62	617	624	
50559	5.125	-0.3	7	1	0.0758464	0.875	62	617	624	
50560	5.125	-0.4	7	1	0.0966797	0.875	62	617	624	
50561	5.125	-0.5	7	1	0.117513	0.875	62	617	624	
50562	5.125	-0.6	7	1	0.138346	0.875	62	617	624	
50563	5.125	-0.7	7	1	0.15918	0.875	62	617	624	
50564	5.25	0	7	1	0.0136719	0.875	62	617	624	
50565	5.25	-0.1	7	1	0.0345052	0.875	62	617	624	
50566	5.25	-0.2	7	1	0.0553385	0.875	62	617	624	
50567	5.25	-0.3	7	1	0.0761719	0.875	62	617	624	
50568	5.25	-0.4	7	1	0.0970052	0.875	62	617	624	
50569	5.25	-0.5	7	1	0.117839	0.875	62	617	624	
50570	5.25	-0.6	7	1	0.138672	0.875	62	617	624	
50571	5.25	-0.7	7	1	0.159505	0.875	62	617	624	
50572	5.375	0	7	1	0.0139974	0.875	62	617	624	
50573	5.375	-0.1	7	1	0.0348307	0.875	62	617	624	
50574	5.375	-0.2	7	1	0.0556641	0.875	62	617	624	
50575	5.375	-0.3	7	1	0.0764974	0.875	62	617	624	
50576	5.375	-0.4	7	1	0.0973307	0.875	62	617	624	
50577	5.375	-0.5	7	1	0.118164	0.875	62	617	624	
50578	5.375	-0.6	7	1	0.138997	0.875	62	617	624	
50579	5.375	-0.7	7	1	0.159831	0.875	62	617	624	
50580	5.5	0	7	1	0.0143229	0.875	62	617	624	
50581	5.5	-0.1	7	1	0.0351562	0.875	62	617	624	
50582	5.5	-0.2	7	1	0.0559896	0.875	62	617	624	
50583	5.5	-0.3	7	1	0.0768229	0.875	62	617	624	
50584	5.5	-0.4	7	1	0.0976562	0.875	62	617	624	
50585	5.5	-0.5	7	1	0.11849	0.875	62	617	624	
50586	5.5	-0.6	7	1	0.139323	0.875	62	617	624	
50587	5.5	-0.7	7	1	0.160156	0.875	62	617	624	
50588	5.625	0	7	1	0.0146484	0.875	62	617	624	
50589	5.625	-0.1	7	1	0.0354818	0.875	62	617	624	
50590	5.625	-0.2	7	1	0.0563151	0.875	62	617	624	
50591	5.625	-0.3	7	1	0.0771484	0.875	62	617	624	
50592	5.625	-0.4	7	1	0.0979818	0.875	62	617	624	
50593	5.625	-0.5	7	1	0.118815	0.875	62	617	624	
50594	5.625	-0.6	7	1	0.139648	0.875	62	617	624	
50595	5.625	-0.7	7	1	0.160482	0.875	62	617	624	
50596	5.75	0	7	1	0.014974	0.875	62	617	624	
50597	5.75	-0.1	7	1	0.0358073	0.875	62	617	624	
50598	5.75	-0.2	7	1	0.0566406	0.875	62	617	624	
50599	5.75	-0.3	7	1	0.077474	0.875	62	617	624	
50600	5.75	-0.4	7	1	0.0983073	0.875	62	617	624	
50601	5.75	-0.5	7	1	0.119141	0.875	62	617	624	
50602	5.75	-0.6	7	1	0.139974	0.875	62	617	624	
50603	5.75	-0.7	7	1	0.160807	0.875	62	617	624	
50604	5.875	0	7	1	0.0152995	0.875	62	617	624	
50605	5.875	-0.1	7	1	0.0361328	0.875	62	617	624	
50606	5.875	-0.2	7	1	0.0569661	0.875	62	617	624	
50607	5.875	-0.3	7	1	0.0777995	0.875	62	617	624	
50608	5.875	-0.4	7	1	0.0986328	0.875	62	617	624	
50609	5.875	-0.5	7	1	0.119466	0.875	62	617	624	
50610	5.875	-0.6	7	1	0.140299	0.875	62	617	624	
50611	5.875	-0.7	7	1	0.161133	0.875	62	617	624	
50612	5	0	7.125	1	0.0130208	0.890625	62	617	624	
50613	5	-0.1	7.125	1	0.0338542	0.890625	62	617	624	
50614	5	-0.2	7.125	1	0.0546875	0.890625	62	617	624	
50615	5	-0.3	7.125	1	0.0755208	0.890625	62	617	624	
50616	5	-0.4	7.125	1	0.0963542	0.890625	62	617	624	
50617	5	-0.5	7.125	1	0.117188	0.890625	62	617	624	
50618	5.125	0	7.125	1	0.0133464	0.890625	62	617	624	
50619	5.125	-0.1	7.125	1	0.0341797	0.890625	62	617	624	
50620	5.125	-0.2	7.125	1	0.055013	0.890625	62	617	624	
50621	5.125	-0.3	7.125	1	0.0758464	0.890625	62	617	624	
50622	5.125	-0.4	7.125	1	0.0966797	0.890625	62	617	624	
50623	5.125	-0.5	7.125	1	0.117513	0.890625	62	617	624	
50624	5.25	0	7.125	1	0.0136719	0.890625	62	617	624	
50625	5.25	-0.1	7.125	1	0.0345052	0.890625	62	617	624	
50626	5.25	-0.2	7.125	1	0.0553385	0.890625	62	617	624	
50627	5.25	-0.3	7.125	1	0.0761719	0.890625	62	617	624	
50628	5.25	-0.4	7.125	1	0.0970052	0.890625	62	617	624	
50629	5.25	-0.5	7.125	1	0.117839	0.890625	62	617	624	
50630	5.375	0	7.125	1	0.0139974	0.890625	62	617	624	
50631	5.375	-0.1	7.125	1	0.0348307	0.890625	62	617	624	
50632	5.375	-0.2	7.125	1	0.0556641	0.890625	62	617	624	
50633	5.375	-0.3	7.125	1	0.0764974	0.890625	62	617	624	
50634	5.375	-0.4	7.125	1	0.0973307	0.890625	62	617	624	
50635	5.375	-0.5	7.125	1	0.118164	0.890625	62	617	624	
50636	5.5	0	7.125	1	0.0143229	0.890625	62	617	624	
50637	5.5	-0.1	7.125	1	0.0351562	0.890625	62	617	624	
50638	5.5	-0.2	7.125	1	0.0559896	0.890625	62	617	624	
50639	5.5	-0.3	7.125	1	0.0768229	0.890625	62	617	624	
50640	5.5	-0.4	7.125	1	0.0976562	0.890625	62	617	624	
50641	5.5	-0.5	7.125	1	0.11849	0.890625	62	617	624	
50642	5.625	0	7.125	1	0.0146484	0.890625	62	617	624	
50643	5.625	-0.1	7.125	1	0.0354818	0.890625	62	617	624	
50644	5.625	-0.2	7.125	1	0.0563151	0.890625	62	617	624	
50645	5.625	-0.3	7.125	1	0.0771484	0.890625	62	617	624	
50646	5.625	-0.4	7.125	1	0.0979818	0.890625	62	617	624	
50647	5.625	-0.5	7.125	1	0.118815	0.890625	62	617	624	
50648	5.75	0	7.125	1	0.014974	0.890625	62	617	624	
50649	5.75	-0.1	7.125	1	0.0358073	0.890625	62	617	624	
50650	5.75	-0.2	7.125	1	0.0566406	0.890625	62	617	624	
50651	5.75	-0.3	7.125	1	0.077474	0.890625	62	617	624	
50652	5.75	-0.4	7.125	1	0.0983073	0.890625	62	617	624	
50653	5.75	-0.5	7.125	1	0.119141	0.890625	62	617	624	
50654	5.875	0	7.125	1	0.0152995	0.890625	62	617	624	
50655	5.875	-0.1	7.125	1	0.0361328	0.890625	62	617	624	
50656	5.875	-0.2	7.125	1	0.0569661	0.890625	62	617	624	
50657	5.875	-0.3	7.125	1	0.0777995	0.890625	62	617	624	
50658	5.875	-0.4	7.125	1	0.0986328	0.890625	62	617	624	
50659	5.875	-0.5	7.125	1	0.119466	0.890625	62	617	624	
50660	5	0	7.25	1	0.0130208	0.90625	62	617	624	
50661	5	-0.1	7.25	1	0.0338542	0.90625	62	617	624	
50662	5	-0.2	7.25	1	0.0546875	0.90625	62	617	624	
50663	5	-0.3	7.25	1	0.0755208	0.90625	62	617	624	
50664	5	-0.4	7.25	1	0.0963542	0.90625	62	617	624	
50665	5.125	0	7.25	1	0.0133464	0.90625	62	617	624	
50666	5.125	-0.1	7.25	1	0.0341797	0.90625	62	617	624	
50667	5.125	-0.2	7.25	1	0.055013	0.90625	62	617	624	
50668	5.125	-0.3	7.25	1	0.0758464	0.90625	62	617	624	
50669	5.125	-0.4	7.25	1	0.0966797	0.90625	62	617	624	
50670	5.25	0	7.25	1	0.0136719	0.90625	62	617	624	
50671	5.25	-0.1	7.25	1	0.0345052	0.90625	62	617	624	
50672	5.25	-0.2	7.25	1	0.0553385	0.90625	62	617	624	
50673	5.25	-0.3	7.25	1	0.0761719	0.90625	62	617	624	
50674	5.25	-0.4	7.25	1	0.0970052	0.90625	62	617	624	
50675	5.375	0	7.25	1	0.0139974	0.90625	62	617	624	
50676	5.375	-0.1	7.25	1	0.0348307	0.90625	62	617	624	
50677	5.375	-0.2	7.25	1	0.0556641	0.90625	62	617	624	
50678	5.375	-0.3	7.25	1	0.0764974	0.90625	62	617	624	
50679	5.375	-0.4	7.25	1	0.0973307	0.90625	62	617	624	
50680	5.5	0	7.25	1	0.0143229	0.90625	62	617	624	
50681	5.5	-0.1	7.25	1	0.0351562	0.90625	62	617	624	
50682	5.5	-0.2	7.25	1	0.0559896	0.90625	62	617	624	
50683	5.5	-0.3	7.25	1	0.0768229	0.90625	62	617	624	
50684	5.5	-0.4	7.25	1	0.0976562	0.90625	62	617	624	
50685	5.625	0	7.25	1	0.0146484	0.90625	62	617	624	
